,ID,age,workclass,education,education.num,marital.status,occupation,relationship,race,Gender,capital.gain,capital.loss,hours.per.week,native.country,income,age_avg
10730,10731,26,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,19-30
10731,10732,35,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K,31-40
10732,10733,70,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K,61-70
10733,10734,45,Private,High School,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,41-50
10734,10735,83,Private,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,0,0,55,United-States,<=50K,Greater than 70
10735,10736,59,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,51-60
10736,10737,18,Private,Primary/Middle School,5,Never-married,Other-service,Own-child,Black,Male,0,0,15,United-States,<=50K,Greater than 70
10737,10738,31,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,31-40
10738,10739,43,Private,Masters,14,Married-civ-spouse,"Prof-,specialty",Wife,White,Female,0,0,45,United-States,>50K,41-50
10739,10740,24,Local-gov,Bachelors,13,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,0,40,United-States,<=50K,19-30
10740,10741,33,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,31-40
10741,10742,48,Local-gov,Masters,14,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,0,52,United-States,<=50K,41-50
10742,10743,27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Dominican-Republic,<=50K,19-30
10743,10744,41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,41-50
10744,10745,25,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,Mexico,<=50K,19-30
10745,10746,53,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,>50K,51-60
10746,10747,66,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,61-70
10747,10748,31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,31-40
10748,10749,30,State-gov,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,19-30
10749,10750,22,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,19-30
10750,10751,74,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,Greater than 70
10751,10752,40,Private,Some-college,10,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,31-40
10752,10753,26,Private,High School,6,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,<=50K,19-30
10753,10754,53,Private,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,51-60
10754,10755,29,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,South,<=50K,19-30
10755,10756,42,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,41-50
10756,10757,22,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,32,United-States,<=50K,19-30
10757,10758,62,Other,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States,<=50K,61-70
10758,10759,33,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,31-40
10759,10760,21,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,20,United-States,<=50K,19-30
10760,10761,46,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,41-50
10761,10762,25,Private,High School,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,19-30
10762,10763,29,Private,Primary/Middle School,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K,19-30
10763,10764,29,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,<=50K,19-30
10764,10765,50,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,41-50
10765,10766,22,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,19-30
10766,10767,40,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,31-40
10767,10768,28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States,<=50K,19-30
10768,10769,54,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,51-60
10769,10770,29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,19-30
10770,10771,49,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,41-50
10771,10772,46,Private,High School,7,Widowed,Other-service,Not-in-family,White,Female,0,0,27,El-Salvador,<=50K,41-50
10772,10773,71,Self-emp-not-inc,High School,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,8,United-States,<=50K,Greater than 70
10773,10774,27,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K,19-30
10774,10775,56,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,51-60
10775,10776,64,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,60,Philippines,>50K,61-70
10776,10777,23,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,<=50K,19-30
10777,10778,36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,31-40
10778,10779,39,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,31-40
10779,10780,26,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,19-30
10780,10781,31,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,31-40
10781,10782,36,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,31-40
10782,10783,43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,41-50
10783,10784,25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K,19-30
10784,10785,27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,19-30
10785,10786,24,Private,High School,8,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,19-30
10786,10787,50,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,20,United-States,<=50K,41-50
10787,10788,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,19-30
10788,10789,24,Private,High School,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,19-30
10789,10790,29,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,19-30
10790,10791,31,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,31-40
10791,10792,54,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,Italy,<=50K,51-60
10792,10793,20,Private,High School,7,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,50,United-States,<=50K,19-30
10793,10794,37,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,31-40
10794,10795,28,Local-gov,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,30,United-States,<=50K,19-30
10795,10796,39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,31-40
10796,10797,46,State-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,41-50
10797,10798,35,Private,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,42,United-States,<=50K,31-40
10798,10799,34,Other,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K,31-40
10799,10800,44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,41-50
10800,10801,34,Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,31-40
10801,10802,28,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,19-30
10802,10803,38,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,31-40
10803,10804,64,Other,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,>50K,61-70
10804,10805,19,Other,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,19-30
10805,10806,35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K,31-40
10806,10807,61,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,61-70
10807,10808,45,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,41-50
10808,10809,36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,31-40
10809,10810,34,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,30,United-States,<=50K,31-40
10810,10811,27,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,19-30
10811,10812,22,Private,High School,6,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,19-30
10812,10813,26,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,19-30
10813,10814,19,Private,High School,7,Never-married,Other-service,Other-relative,White,Female,0,0,15,United-States,<=50K,19-30
10814,10815,36,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,31-40
10815,10816,51,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,51-60
10816,10817,20,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K,19-30
10817,10818,42,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,41-50
10818,10819,40,Other,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,31-40
10819,10820,25,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,19-30
10820,10821,40,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K,31-40
10821,10822,41,Other,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,>50K,41-50
10822,10823,49,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,80,United-States,<=50K,41-50
10823,10824,46,Private,HS-grad,9,Separated,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K,41-50
10824,10825,32,Self-emp-not-inc,HS-grad,9,Separated,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,31-40
10825,10826,28,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Mexico,<=50K,19-30
10826,10827,19,Other,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,20,United-States,<=50K,19-30
10827,10828,19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K,19-30
10828,10829,18,Private,High School,7,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,United-States,<=50K,Greater than 70
10829,10830,39,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K,31-40
10830,10831,60,Self-emp-not-inc,Bachelors,13,Divorced,"Prof-,specialty",Not-in-family,White,Female,0,0,30,United-States,<=50K,51-60
10831,10832,38,Private,Primary/Middle School,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,50,Canada,>50K,31-40
10832,10833,36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,>50K,31-40
10833,10834,45,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,41-50
10834,10835,30,Private,High School,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,19-30
10835,10836,22,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,43,United-States,<=50K,19-30
10836,10837,23,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,19-30
10837,10838,48,State-gov,Some-college,10,Never-married,"Prof-,specialty",Not-in-family,Black,Female,0,0,24,United-States,<=50K,41-50
10838,10839,46,Private,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,41-50
10839,10840,43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,41-50
10840,10841,25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,Other,Male,0,0,40,United-States,<=50K,19-30
10841,10842,50,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,41-50
10842,10843,61,Self-emp-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K,61-70
10843,10844,35,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,31-40
10844,10845,65,Local-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,61-70
10845,10846,56,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K,51-60
10846,10847,43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,80,Thailand,<=50K,41-50
10847,10848,55,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,51-60
10848,10849,22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,19-30
10849,10850,40,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,32,United-States,<=50K,31-40
10850,10851,22,Other,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K,19-30
10851,10852,20,Private,Primary/Middle School,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,19-30
10852,10853,46,Local-gov,High School,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,>50K,41-50
10853,10854,43,Private,HS-grad,9,Separated,Transport-moving,Unmarried,White,Male,0,0,40,Mexico,<=50K,41-50
10854,10855,46,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,Other,<=50K,41-50
10855,10856,34,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,20,England,<=50K,31-40
10856,10857,35,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,31-40
10857,10858,30,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,41,United-States,<=50K,19-30
10858,10859,25,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,28,United-States,<=50K,19-30
10859,10860,44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K,41-50
10860,10861,35,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,31-40
10861,10862,41,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,41-50
10862,10863,32,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,31-40
10863,10864,50,Private,Primary/Middle School,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,41-50
10864,10865,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K,19-30
10865,10866,29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50K,19-30
10866,10867,20,Private,High School,6,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States,<=50K,19-30
10867,10868,41,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K,41-50
10868,10869,27,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,65,United-States,<=50K,19-30
10869,10870,37,Private,Primary/Middle School,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,31-40
10870,10871,62,State-gov,Masters,14,Separated,"Prof-,specialty",Unmarried,White,Female,0,0,24,Other,<=50K,61-70
10871,10872,31,Private,High School,6,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,31-40
10872,10873,49,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,41-50
10873,10874,33,Local-gov,Bachelors,13,Never-married,"Prof-,specialty",Not-in-family,Black,Female,0,0,50,United-States,<=50K,31-40
10874,10875,19,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,35,United-States,<=50K,19-30
10875,10876,44,Private,Primary/Middle School,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,41-50
10876,10877,31,Self-emp-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,>50K,31-40
10877,10878,62,Private,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K,61-70
10878,10879,17,Private,Primary/Middle School,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,Greater than 70
10879,10880,60,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,>50K,51-60
10880,10881,31,Private,High School,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,31-40
10881,10882,29,Private,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,19-30
10882,10883,53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,51-60
10883,10884,44,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,41-50
10884,10885,43,Private,High School,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,41-50
10885,10886,18,Private,High School,7,Never-married,Sales,Own-child,Black,Female,0,0,10,United-States,<=50K,Greater than 70
10886,10887,47,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,43,United-States,<=50K,41-50
10887,10888,37,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States,<=50K,31-40
10888,10889,40,Private,Some-college,10,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,31-40
10889,10890,57,Self-emp-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,United-States,>50K,51-60
10890,10891,32,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,Ecuador,<=50K,31-40
10891,10892,64,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,61-70
10892,10893,18,Private,High School,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,Greater than 70
10893,10894,40,Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,31-40
10894,10895,17,Other,High School,7,Never-married,Other-service,Own-child,Black,Female,0,0,40,Trinadad&Tobago,<=50K,Greater than 70
10895,10896,23,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,19-30
10896,10897,45,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,41-50
10897,10898,45,Self-emp-not-inc,Masters,14,Divorced,"Prof-,specialty",Not-in-family,White,Female,0,0,15,United-States,<=50K,41-50
10898,10899,27,Private,High School,6,Never-married,Other-service,Not-in-family,White,Male,0,0,60,Mexico,<=50K,19-30
10899,10900,23,Private,Some-college,10,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K,19-30
10900,10901,58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,30,United-States,<=50K,51-60
10901,10902,35,Private,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,75,United-States,<=50K,31-40
10902,10903,47,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,41-50
10903,10904,33,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,31-40
10904,10905,27,Private,Bachelors,13,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K,19-30
10905,10906,46,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,41-50
10906,10907,24,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K,19-30
10907,10908,40,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K,31-40
10908,10909,44,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K,41-50
10909,10910,31,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,97,United-States,>50K,31-40
10910,10911,23,Private,Assoc-voc,11,Separated,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,19-30
10911,10912,30,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K,19-30
10912,10913,31,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,35,United-States,<=50K,31-40
10913,10914,24,Other,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,32,United-States,<=50K,19-30
10914,10915,27,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,19-30
10915,10916,35,Local-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,0,0,55,United-States,<=50K,31-40
10916,10917,30,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,Other,<=50K,19-30
10917,10918,33,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,70,United-States,<=50K,31-40
10918,10919,34,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,31-40
10919,10920,29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,19-30
10920,10921,39,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,31-40
10921,10922,51,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,51-60
10922,10923,53,Private,Primary/Middle School,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K,51-60
10923,10924,29,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,19-30
10924,10925,33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,<=50K,31-40
10925,10926,57,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,51-60
10926,10927,69,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,61-70
10927,10928,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K,19-30
10928,10929,56,Private,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,25,Mexico,<=50K,51-60
10929,10930,49,Private,Primary/Middle School,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,41-50
10930,10931,34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,31-40
10931,10932,70,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,<=50K,61-70
10932,10933,44,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K,41-50
10933,10934,58,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United-States,<=50K,51-60
10934,10935,42,Self-emp-not-inc,Some-college,10,Married-civ-spouse,"Prof-,specialty",Own-child,White,Female,0,0,25,United-States,<=50K,41-50
10935,10936,41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,41-50
10936,10937,28,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,19-30
10937,10938,24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K,19-30
10938,10939,18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K,Greater than 70
10939,10940,50,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,41-50
10940,10941,84,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,66,United-States,<=50K,Greater than 70
10941,10942,47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,41-50
10942,10943,19,Private,High School,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K,19-30
10943,10944,24,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K,19-30
10944,10945,48,Other,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,6,United-States,<=50K,41-50
10945,10946,53,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K,51-60
